id,title,date_start,date_end,rights_status,rights_note,attribution,research_status,curated,contact
img_8da5c565955aa314,Nachos at Ramona's Mexican Cafe,2018,2025,Unclear,"Modern photograph, photographer unidentified. Next action: ask Beaumont Library District to confirm who took it — if BLD staff/volunteer work it is BLD-owned; otherwise obtain the photographer's permission before print use.",Photographer unidentified (Beaumont Library District collection),Provenance verified,False,"Beaumont Library District, 125 E. 8th St, Beaumont CA 92223 · (951) 845-1357 · beaumontlibrary.org"
img_3f4c4ca617098fd8,Ramona's Mexican Cafe (view A — preview unverified),2018,2025,Unclear,"Modern photograph, photographer unidentified, and the image content itself is unverified (preview renders as a blank texture). Next action: re-convert the .heic master to confirm what the photo shows, then ask Beaumont Library District to confirm who took it — if BLD staff/volunteer work it is BLD-owned; otherwise obtain the photographer's permission before print use.",Unknown,Provenance verified,False,"Beaumont Library District, 125 E. 8th St, Beaumont CA 92223 · (951) 845-1357 · beaumontlibrary.org"
img_040513e8698b345f,Ramona's Mexican Cafe Interior — Staff Beneath the Welcome Arch,2018,2025,Unclear,"Modern photograph, photographer unidentified. Next action: ask Beaumont Library District to confirm who took it — if BLD staff/volunteer work it is BLD-owned; otherwise obtain the photographer's permission before print use. Likely supplied by the Vargas family, who operate Ramona's — they are the natural first contact.",Photographer unidentified (Beaumont Library District collection),Provenance verified,False,"Beaumont Library District, 125 E. 8th St, Beaumont CA 92223 · (951) 845-1357 · beaumontlibrary.org"
img_8ee30e567a4b5e66,"Ramona's Mexican Cafe, Clinker-Brick Facade",2018,2025,Unclear,"Modern photograph, photographer unidentified. Next action: ask Beaumont Library District to confirm who took it — if BLD staff/volunteer work it is BLD-owned; otherwise obtain the photographer's permission before print use.",Photographer unidentified (Beaumont Library District collection),Provenance verified,False,"Beaumont Library District, 125 E. 8th St, Beaumont CA 92223 · (951) 845-1357 · beaumontlibrary.org"
img_d36ca3005fd7406a,"Ramona's Mexican Restaurant Roof Sign, Exterior View",2018,2025,Unclear,"Modern photograph, photographer unidentified. Next action: ask Beaumont Library District to confirm who took it — if BLD staff/volunteer work it is BLD-owned; otherwise obtain the photographer's permission before print use. The Vargas family (Ramona's) is the likely source and first contact.","Photographer unidentified (Beaumont Library District collection, Ramona's group)",Provenance verified,False,"Beaumont Library District, 125 E. 8th St, Beaumont CA 92223 · (951) 845-1357 · beaumontlibrary.org"
img_2a8133ae8e586364,"Sacred Heart Barrio Church, 2018 (view C)",2018,2018,Unclear,"Modern photograph, photographer unidentified. Next action: ask Beaumont Library District to confirm who took it — if BLD staff/volunteer work it is BLD-owned; otherwise obtain the photographer's permission before print use.",Photographer unidentified (Beaumont Library District collection),Provenance verified,False,"Beaumont Library District, 125 E. 8th St, Beaumont CA 92223 · (951) 845-1357 · beaumontlibrary.org"
img_00cfeb70e204b1b8,Sombrero-Shaped Topiary at Ramona's Mexican Cafe,2018,2025,Unclear,"Modern photograph, photographer unidentified. Next action: ask Beaumont Library District to confirm who took it — if BLD staff/volunteer work it is BLD-owned; otherwise obtain the photographer's permission before print use.",Photographer unidentified (Beaumont Library District collection),Provenance verified,False,"Beaumont Library District, 125 E. 8th St, Beaumont CA 92223 · (951) 845-1357 · beaumontlibrary.org"
img_8aa40ef6d2dbc201,WCTU Fountain in Triangle Park (plaque view),2018,2025,Unclear,"Modern photograph, photographer unidentified. Next action: ask Beaumont Library District to confirm who took it — if BLD staff/volunteer work it is BLD-owned; otherwise obtain the photographer's permission before print use.",Photographer unidentified (Beaumont Library District collection),Provenance verified,False,"Beaumont Library District, 125 E. 8th St, Beaumont CA 92223 · (951) 845-1357 · beaumontlibrary.org"
img_3c8f15b64eec6c9e,WCTU Fountain in Triangle Park (wide view),2018,2025,Unclear,"Modern photograph, photographer unidentified. Next action: ask Beaumont Library District to confirm who took it — if BLD staff/volunteer work it is BLD-owned; otherwise obtain the photographer's permission before print use.",Unknown,Provenance verified,False,"Beaumont Library District, 125 E. 8th St, Beaumont CA 92223 · (951) 845-1357 · beaumontlibrary.org"
img_40d6c2b8e19fd527,"WCTU Fountain Inscription 'W.C.T.U. Dec. 25, 1910', Triangle Park",2018,2025,Unclear,"Modern photograph, photographer unidentified. Next action: ask Beaumont Library District to confirm who took it — if BLD staff/volunteer work it is BLD-owned; otherwise obtain the photographer's permission before print use.",Photographer unidentified,Provenance verified,False,"Beaumont Library District, 125 E. 8th St, Beaumont CA 92223 · (951) 845-1357 · beaumontlibrary.org"
img_a999fd2c808b66bb,WCTU Fountain Masonry Detail,2018,2025,Unclear,"Modern photograph, photographer unidentified. Next action: ask Beaumont Library District to confirm who took it — if BLD staff/volunteer work it is BLD-owned; otherwise obtain the photographer's permission before print use.",Photographer unidentified (Beaumont Library District collection),Provenance verified,False,"Beaumont Library District, 125 E. 8th St, Beaumont CA 92223 · (951) 845-1357 · beaumontlibrary.org"
img_284993317d64a5e4,"WCTU Fountain, Triangle Park — Plaque View",2018,2025,Unclear,"Modern photograph, photographer unidentified. Next action: ask Beaumont Library District to confirm who took it — if BLD staff/volunteer work it is BLD-owned; otherwise obtain the photographer's permission before print use.",Photographer unidentified (Beaumont Library District collection),Provenance verified,False,"Beaumont Library District, 125 E. 8th St, Beaumont CA 92223 · (951) 845-1357 · beaumontlibrary.org"
img_591fdce9e557db2e,"WCTU Fountain, Triangle Park — Street-Side View",2018,2025,Unclear,"Modern photograph, photographer unidentified. Next action: ask Beaumont Library District to confirm who took it — if BLD staff/volunteer work it is BLD-owned; otherwise obtain the photographer's permission before print use.",Photographer unidentified (Beaumont Library District collection),Provenance verified,False,"Beaumont Library District, 125 E. 8th St, Beaumont CA 92223 · (951) 845-1357 · beaumontlibrary.org"
img_661c04fefa693750,"Eyer House, 2019",2019,2019,Unclear,"Modern photograph, photographer unidentified. Next action: ask Beaumont Library District to confirm who took it — if BLD staff/volunteer work it is BLD-owned; otherwise obtain the photographer's permission before print use.",Unknown,Provenance verified,False,"Beaumont Library District, 125 E. 8th St, Beaumont CA 92223 · (951) 845-1357 · beaumontlibrary.org"
img_6ddd05571b501d15,"Sixth Street north side between Egan and California avenues (Google Street View, 2019)",2019,2019,Copyrighted,Copyrighted — Google LLC. Street View imagery may not be reproduced in a printed mural without Google's permission; recommend replacing with an original photograph of the site.,Google Street View — © Google,Provenance verified,False,Google LLC — Geo Guidelines: about.google/brand-resource-center/products-and-services/geo-guidelines/
img_0f63f186060123e4,Beaumont Fire Department Engineer's Badge (2020 photo),2020,2020,Unclear,"Rule 9 (modern unattributed photo from client folders): photographer unidentified iPhone 7 photo, Nov. 26, 2020 (EXIF). Next action: BLD to confirm whether this was staff/volunteer work (then BLD-owned) or obtain the photographer's permission.",Photographer unknown — Beaumont Library District local-history project files,Researched,False,
img_5b02c2385f9cb46d,Beaumont Fire Department Member's License-Plate Topper (2020 photo),2020,2020,Unclear,"Rule 9 (modern unattributed photo from client folders): photographer unidentified iPhone 7 photo, Nov. 24, 2020 (EXIF). Next action: BLD to confirm whether this was staff/volunteer work (then BLD-owned) or obtain the photographer's permission.",Photographer unknown — Beaumont Library District local-history project files,Researched,False,
img_e4260d9b7f031559,"Beaumont Woman's Club community center (Google Street View), 2020",2020,2020,Copyrighted,Copyrighted — Google LLC. Street View imagery may not be reproduced in a printed mural without Google's permission; recommend replacing with an original photograph of the site.,Google Street View — © Google,Provenance verified,False,Google LLC — Geo Guidelines: about.google/brand-resource-center/products-and-services/geo-guidelines/
img_0092d056a315fe98,"Bogart House, February 2020",2020,2020,Unclear,"Modern photograph, photographer unidentified. Next action: ask Beaumont Library District to confirm who took it — if BLD staff/volunteer work it is BLD-owned; otherwise obtain the photographer's permission before print use.",Photographer unidentified (Beaumont Library District collection),Provenance verified,False,"Beaumont Library District, 125 E. 8th St, Beaumont CA 92223 · (951) 845-1357 · beaumontlibrary.org"
img_56f78e949de648f8,Stewart Sunny Slope Cemetery Entrance Gate,2020,2020,Unclear,"Modern photograph, photographer unidentified. Next action: ask Beaumont Library District to confirm who took it — if BLD staff/volunteer work it is BLD-owned; otherwise obtain the photographer's permission before print use.",Photographer unidentified (Beaumont Library District collection),Provenance verified,False,"Beaumont Library District, 125 E. 8th St, Beaumont CA 92223 · (951) 845-1357 · beaumontlibrary.org"
img_64fee8a381ae5df5,Stewart Sunnyslope Cemetery entrance (Google Street View),2020,2020,Copyrighted,Copyrighted — Google LLC. Street View imagery may not be reproduced in a printed mural without Google's permission; recommend replacing with an original photograph of the site.,Google Street View — © Google,Provenance verified,False,Google LLC — Geo Guidelines: about.google/brand-resource-center/products-and-services/geo-guidelines/
img_eebd80e2b2180cca,"'Sweet Red Pomegrantes' banner at Dowling Fruit Orchard, November 2021",2021,2021,Unclear,Modern unattributed digital photo from the client folder (RIGHTS-RULES rule 9). Photographer unidentified — same iPhone 7 as the other November 2021 documentation shots. Next action: BLD to confirm whether staff/volunteer work (then BLD-owned) or obtain the photographer's permission.,Photographer unidentified (Beaumont Library District project collection),Researched,False,
img_1ac667107bd74996,Beaumont Fire Department Uniforms on Exhibit (2021 photo),2021,2021,Unclear,"Rule 9 (modern unattributed photo from client folders): photographer unidentified iPhone 7 photo, Mar. 27, 2021 (EXIF). Next action: BLD to confirm whether this was staff/volunteer work (then BLD-owned) or obtain the photographer's permission.",Photographer unknown — Beaumont Library District local-history project files,Researched,False,
img_2eee4fa95a275d4d,"Dowling Fruit Orchard storefront with seasonal banners, November 2021",2021,2021,Unclear,Modern unattributed digital photo from the client folder (RIGHTS-RULES rule 9). Photographer unidentified — same iPhone 7 as the other November 2021 shots. Next action: BLD to confirm whether staff/volunteer work (then BLD-owned) or obtain the photographer's permission.,Photographer unidentified (Beaumont Library District project collection),Researched,False,
img_95da879f3752095a,Estrada family at the Luis Estrada Road street sign,2021,2021,Permission required,Permission required — Estrada family (collection donor). Contact the Estrada family via Beaumont Library District before reproducing this photograph in the mural.,Estrada family collection,Provenance verified,False,"Beaumont Library District, 125 E. 8th St, Beaumont CA 92223 · (951) 845-1357 · beaumontlibrary.org | Estrada family (collection donors) — via Beaumont Library District"
img_1ad76840ab48ba0e,"John Dowling in the packing barn, Dowling Fruit Orchard, November 2021",2021,2021,Unclear,"Modern unattributed digital photo from the client folder (RIGHTS-RULES rule 9). Photographer unidentified — iPhone 7, Nov 19, 2021. Next action: BLD to confirm whether a staff member, volunteer, or SGPHS member took the November 2021 documentation photos (then BLD-owned or easily licensed) or obtain the photographer's permission.",Photographer unidentified (Beaumont Library District project collection),Researched,False,
img_acf4949ced58906e,"First Christian Church, 701 Egan Avenue (May 2022)",2022,2022,Unclear,"Modern photograph, photographer unidentified. Next action: ask Beaumont Library District to confirm who took it — if BLD staff/volunteer work it is BLD-owned; otherwise obtain the photographer's permission before print use.",Photographer unidentified (Beaumont Library District collection),Provenance verified,False,"Beaumont Library District, 125 E. 8th St, Beaumont CA 92223 · (951) 845-1357 · beaumontlibrary.org"
img_7dbe92a607028a11,"Triangle Park at Egan Avenue (Google Street View capture, 2022)",2022,2022,Copyrighted,Copyrighted — Google LLC. Street View imagery may not be reproduced in a printed mural without Google's permission; recommend replacing with an original photograph of the site.,Google Street View — © Google,Provenance verified,False,Google LLC — Geo Guidelines: about.google/brand-resource-center/products-and-services/geo-guidelines/
img_6345c804830d0a07,"Hotel Beaumont Site (600 Beaumont Ave), Google Street View",2023,2023,Copyrighted,Copyrighted — Google LLC. Street View imagery may not be reproduced in a printed mural without Google's permission; recommend replacing with an original photograph of the site.,"Google Street View, © Google",Provenance verified,False,Google LLC — Geo Guidelines: about.google/brand-resource-center/products-and-services/geo-guidelines/
img_23a4b70023473f20,Tracy Caldwell Dyson,2023,2023,Public domain,"U.S. federal government work (17 U.S.C. § 105) — NASA photographs are not subject to copyright. Credit the photographer and center: Robert Markowitz, NASA Johnson Space Center.",Robert Markowitz / NASA Johnson Space Center,Provenance verified,False,NASA (public domain; credit required by convention)
img_31a2aed058e380fd,Former Summit School,2024,2024,Unclear,"Modern photograph, photographer unidentified. Next action: ask Beaumont Library District to confirm who took it — if BLD staff/volunteer work it is BLD-owned; otherwise obtain the photographer's permission before print use.",Unknown,Provenance verified,False,"Beaumont Library District, 125 E. 8th St, Beaumont CA 92223 · (951) 845-1357 · beaumontlibrary.org"
img_21b5c2878b287c35,Gil Vargas Sr. and Christine Vargas at the Cherry Festival Parade,2025,2025,Unclear,"Modern photograph, photographer unidentified. Next action: ask Beaumont Library District to confirm who took it — if BLD staff/volunteer work it is BLD-owned; otherwise obtain the photographer's permission before print use.",Photographer unidentified,Provenance verified,False,"Beaumont Library District, 125 E. 8th St, Beaumont CA 92223 · (951) 845-1357 · beaumontlibrary.org"
img_816fb6e3233bbf73,"Sunset Plaza Hotel Building, April 2025",2025,2025,Unclear,"Modern photograph, photographer unidentified. Next action: ask Beaumont Library District to confirm who took it — if BLD staff/volunteer work it is BLD-owned; otherwise obtain the photographer's permission before print use.",Photographer unidentified,Provenance verified,False,"Beaumont Library District, 125 E. 8th St, Beaumont CA 92223 · (951) 845-1357 · beaumontlibrary.org"
img_cb8fe08683e0e832,"Vargas family of Ramona's Mexican Cafe on the Historical Society float, Cherry Festival parade, 2025",2025,2025,Unclear,"Modern photograph, photographer unidentified. Next action: ask Beaumont Library District to confirm who took it — if BLD staff/volunteer work it is BLD-owned; otherwise obtain the photographer's permission before print use.",Photographer unidentified,Provenance verified,False,"Beaumont Library District, 125 E. 8th St, Beaumont CA 92223 · (951) 845-1357 · beaumontlibrary.org"
img_5bcc7a2a42f3de62,"Vargas Family of Ramona's Mexican Cafe on the SGPHS Float, Cherry Festival Parade, May 31, 2025",2025,2025,Unclear,"Modern photograph, photographer unidentified. Next action: ask Beaumont Library District to confirm who took it — if BLD staff/volunteer work it is BLD-owned; otherwise obtain the photographer's permission before print use. Likely taken by a Vargas family member or an SGPHS volunteer at the parade — both are natural first contacts.",Photographer unidentified (Beaumont Library District collection),Provenance verified,False,"Beaumont Library District, 125 E. 8th St, Beaumont CA 92223 · (951) 845-1357 · beaumontlibrary.org"
